DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
05/14/2016,16:00,QUEENS,11421,40.6862067,-73.8556852,"(40.6862067, -73.8556852)",ATLANTIC AVENUE                 ,86 STREET                       ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441702,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,16:00,QUEENS,11101,40.7530792,-73.9371689,"(40.7530792, -73.9371689)",40 AVENUE                       ,27 STREET                       ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441828,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,16:00,BROOKLYN,11217,40.6779993,-73.9730543,"(40.6779993, -73.9730543)",FLATBUSH AVENUE                 ,7 AVENUE                        ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441675,SMALL COM VEH(4 TIRES) ,PASSENGER VEHICLE,,,
05/14/2016,16:00,BRONX,10460,40.8445371,-73.8794743,"(40.8445371, -73.8794743)",                                ,                                ,975 EAST 181 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442275,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,15:55,,,40.6860803,-74.0003682,"(40.6860803, -74.0003682)",KANE STREET                     ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3445047,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,15:50,QUEENS,11370,40.7689155,-73.8887269,"(40.7689155, -73.8887269)",81 STREET                       ,DITMARS BOULEVARD               ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3441379,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
05/14/2016,15:50,QUEENS,11101,40.7410282,-73.9343077,"(40.7410282, -73.9343077)",48 AVENUE                       ,VANDAM STREET                   ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3444168,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,15:50,BROOKLYN,11234,40.6329128,-73.9271616,"(40.6329128, -73.9271616)",                                ,                                ,5108 AVENUE H                           ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442430,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,15:46,MANHATTAN,10022,40.7561016,-73.9636777,"(40.7561016, -73.9636777)",                                ,                                ,420 EAST 54 STREET                      ,1,0,1,0,0,0,0,0,Unspecified,,,,,3441471,PASSENGER VEHICLE,,,,
05/14/2016,15:45,,,40.7621739,-73.7567868,"(40.7621739, -73.7567868)",NORTHERN BOULEVARD              ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441807,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,15:45,,,,,,64 AVENUE                       ,188 STREET                      ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441317,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,15:35,MANHATTAN,10039,40.8253798,-73.9400526,"(40.8253798, -73.9400526)",8 AVENUE                        ,WEST 149 STREET                 ,                                        ,1,0,1,0,0,0,0,0,Unspecified,,,,,3442116,PASSENGER VEHICLE,,,,
05/14/2016,15:35,MANHATTAN,10011,40.7368914,-73.9978927,"(40.7368914, -73.9978927)",                                ,                                ,106 WEST 13 STREET                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441434,AMBULANCE,PASSENGER VEHICLE,,,
05/14/2016,15:35,BROOKLYN,11212,40.6670274,-73.9110187,"(40.6670274, -73.9110187)",CHESTER STREET                  ,SUTTER AVENUE                   ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3443987,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,15:33,QUEENS,11693,40.5988814,-73.820685,"(40.5988814, -73.820685)",CROSS BAY BOULEVARD             ,WEST 20 ROAD                    ,                                        ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3442612,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,15:30,QUEENS,11367,40.7199104,-73.8090389,"(40.7199104, -73.8090389)",UNION TURNPIKE                  ,PARSONS BOULEVARD               ,                                        ,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,3441318,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,15:30,QUEENS,11417,40.6790785,-73.8333187,"(40.6790785, -73.8333187)",                                ,                                ,106-08 109 AVENUE                       ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3443488,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,15:30,MANHATTAN,10013,40.7250257,-74.0058952,"(40.7250257, -74.0058952)",VARICK ST                       ,DOMINICK ST                     ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441894,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,15:25,BROOKLYN,11214,40.5961663,-73.9913832,"(40.5961663, -73.9913832)",                                ,                                ,131 BAY 37 STREET                       ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3443245,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,15:20,,,40.6078158,-74.1408121,"(40.6078158, -74.1408121)",WOOLLEY AVE                     ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3445528,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,15:20,MANHATTAN,10012,40.7234229,-73.9996104,"(40.7234229, -73.9996104)",MERCER STREET                   ,SPRING STREET                   ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442940,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,15:18,MANHATTAN,10065,40.7627399,-73.959696,"(40.7627399, -73.959696)",EAST 64 STREET                  ,1 AVENUE                        ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442051,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,15:10,,,,,,COLLEGE POINT BOULEVARD         ,HARDING EXPRESSWAY              ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442766,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,15:10,,,,,,                                ,                                ,ATLANTIC AVENUE                         ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442517,MOTORCYCLE,PASSENGER VEHICLE,,,
05/14/2016,15:05,STATEN ISLAND,10306,40.5664967,-74.1137614,"(40.5664967, -74.1137614)",HYLAN BOULEVARD                 ,ALLISON AVENUE                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441857,PASSENGER VEHICLE,MOTORCYCLE,,,
05/14/2016,15:05,STATEN ISLAND,10304,40.5970318,-74.0933639,"(40.5970318, -74.0933639)",RICHMOND ROAD                   ,OLD TOWN ROAD                   ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441860,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,15:00,,,40.8380117,-73.8732802,"(40.8380117, -73.8732802)",EAST 177 STREET                 ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441559,PASSENGER VEHICLE,MOTORCYCLE,,,
05/14/2016,15:00,,,,,,                                ,                                ,2060 FOREST AVENUE                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441841,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,15:00,STATEN ISLAND,10308,40.538806,-74.1461552,"(40.538806, -74.1461552)",                                ,                                ,68 GOODALL STREET                       ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442919,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,15:00,QUEENS,11101,40.7485401,-73.9496281,"(40.7485401, -73.9496281)",11 STREET                       ,44 DRIVE                        ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442733,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,15:00,MANHATTAN,10019,40.764222,-73.9809793,"(40.764222, -73.9809793)",WEST 55 STREET                  ,7 AVENUE                        ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3443029,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,15:00,BROOKLYN,11238,40.6834818,-73.9668902,"(40.6834818, -73.9668902)",FULTON STREET                   ,CLINTON AVENUE                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441688,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,15:00,BROOKLYN,11234,40.6278822,-73.9325061,"(40.6278822, -73.9325061)",KINGS HIGHWAY                   ,AVENUE J                        ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442441,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,15:00,BROOKLYN,11223,40.5905415,-73.9702235,"(40.5905415, -73.9702235)",AVENUE X                        ,WEST STREET                     ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442402,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,,,
05/14/2016,15:00,BRONX,10451,40.8130586,-73.9257145,"(40.8130586, -73.9257145)",                                ,                                ,320 MORRIS AVENUE                       ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442158,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,14:59,,,40.7590192,-73.8551441,"(40.7590192, -73.8551441)",NORTHERN BOULEVARD              ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441834,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,14:55,BROOKLYN,11211,40.7154014,-73.9269272,"(40.7154014, -73.9269272)",GRAND STREET                    ,GARDNER AVENUE                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3444048,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,14:50,,,,,,                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3443094,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,14:50,QUEENS,11374,40.7319494,-73.8634231,"(40.7319494, -73.8634231)",JUNCTION BOULEVARD              ,62 DRIVE                        ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441818,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,14:50,MANHATTAN,10014,40.7402618,-74.005864,"(40.7402618, -74.005864)",9 AVENUE                        ,WEST 13 STREET                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441437,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,14:50,BRONX,10458,40.8622592,-73.8958844,"(40.8622592, -73.8958844)",EAST FORDHAM ROAD               ,VALENTINE AVENUE                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442362,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,14:48,,,40.76599,-73.7592112,"(40.76599, -73.7592112)",                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441808,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,14:47,MANHATTAN,10128,40.7845658,-73.951883,"(40.7845658, -73.951883)",LEXINGTON AVENUE                ,EAST 94 STREET                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442050,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,14:45,QUEENS,11433,40.7032933,-73.7960918,"(40.7032933, -73.7960918)",ARCHER AVENUE                   ,BREWER BOULEVARD                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441708,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,14:45,MANHATTAN,10024,40.781952,-73.9754821,"(40.781952, -73.9754821)",WEST 79 STREET                  ,COLUMBUS AVENUE                 ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3442073,SMALL COM VEH(4 TIRES) ,PASSENGER VEHICLE,PASSENGER VEHICLE,,
05/14/2016,14:40,STATEN ISLAND,10306,40.5737857,-74.1064233,"(40.5737857, -74.1064233)",HYLAN BOULEVARD                 ,BRYANT AVENUE                   ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441853,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,14:40,QUEENS,11354,40.7614222,-73.8228573,"(40.7614222, -73.8228573)",                                ,                                ,143-53 ROOSEVELT AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442764,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,14:30,,,40.7549013,-73.7454772,"(40.7549013, -73.7454772)",LONG ISLAND EXPWY               ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442825,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,14:30,,,,,,BOWERY                          ,BROOME STREET                   ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441921,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,14:30,BROOKLYN,11216,40.6750977,-73.9478702,"(40.6750977, -73.9478702)",                                ,                                ,751 SAINT MARKS AVENUE                  ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441665,PASSENGER VEHICLE,OTHER,,,
05/14/2016,14:30,BROOKLYN,11205,40.6911214,-73.9535659,"(40.6911214, -73.9535659)",DE KALB AVENUE                  ,WALWORTH STREET                 ,                                        ,0,0,0,0,0,0,0,0,Unspecified,,,,,3442542,MOTORCYCLE,,,,
05/14/2016,14:27,MANHATTAN,10003,40.7307234,-73.989053,"(40.7307234, -73.989053)",EAST 10 STREET                  ,3 AVENUE                        ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3447723,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,14:26,MANHATTAN,10013,40.7175491,-73.999311,"(40.7175491, -73.999311)",BAXTER STREET                   ,CANAL STREET                    ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3443698,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,14:21,,,,,,                                ,                                ,BROADWAY                                ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3442134,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,14:20,MANHATTAN,10026,40.8045253,-73.9515724,"(40.8045253, -73.9515724)",7 AVENUE                        ,WEST 118 STREET                 ,                                        ,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3442101,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,14:20,BRONX,10453,40.8545823,-73.9161901,"(40.8545823, -73.9161901)",OSBORNE PLACE                   ,WEST BURNSIDE AVENUE            ,                                        ,1,0,0,0,0,0,1,0,Unspecified,,,,,3441550,PASSENGER VEHICLE,,,,
05/14/2016,14:20,,,40.7139775,-73.9530878,"(40.7139775, -73.9530878)",                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3444042,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,14:19,STATEN ISLAND,10306,40.5633177,-74.1169627,"(40.5633177, -74.1169627)",HYLAN BOULEVARD                 ,PENN AVENUE                     ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441858,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,14:15,QUEENS,11414,40.6622496,-73.8426169,"(40.6622496, -73.8426169)",157 AVENUE                      ,91 STREET                       ,                                        ,4,0,0,0,0,0,4,0,Unspecified,Unspecified,,,,3442682,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,14:15,BRONX,10467,40.8742661,-73.8703336,"(40.8742661, -73.8703336)",                                ,                                ,3346 BRONX BOULEVARD                    ,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3442253,PASSENGER VEHICLE,,,,
05/14/2016,14:15,,,,,,LIBERTY AVENUE                  ,133 STREET                      ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441755,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,14:15,QUEENS,11419,40.6884498,-73.829996,"(40.6884498, -73.829996)",                                ,                                ,101-21 114 STREET                       ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441701,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,14:10,MANHATTAN,10001,40.7471865,-73.9896963,"(40.7471865, -73.9896963)",                                ,                                ,851 AVENUE OF THE AMERICAS              ,1,0,1,0,0,0,0,0,Unspecified,,,,,3441974,PASSENGER VEHICLE,,,,
05/14/2016,14:10,QUEENS,11355,40.7548698,-73.8296676,"(40.7548698, -73.8296676)",                                ,                                ,134-54 MAPLE AVENUE                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442765,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,,,
05/14/2016,14:05,QUEENS,11101,40.7546033,-73.9335616,"(40.7546033, -73.9335616)",29 STREET                       ,38 AVENUE                       ,                                        ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3441378,PASSENGER VEHICLE,BICYCLE,,,
05/14/2016,14:05,,,40.6657332,-73.7501102,"(40.6657332, -73.7501102)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3444516,PASSENGER VEHICLE,PASSENGER VEHICLE,PICK-UP TRUCK,,
05/14/2016,14:05,,,,,,VANWYCK EXPRESSWAY              ,91 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442623,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
05/14/2016,14:05,QUEENS,11368,40.7493529,-73.8580603,"(40.7493529, -73.8580603)",108 STREET                      ,42 AVENUE                       ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442813,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,14:03,MANHATTAN,10022,40.759308,-73.9652931,"(40.759308, -73.9652931)",EAST 57 STREET                  ,2 AVENUE                        ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3448008,PASSENGER VEHICLE,,,,
05/14/2016,14:01,BROOKLYN,11205,40.6877507,-73.9697835,"(40.6877507, -73.9697835)",CLERMONT AVENUE                 ,LAFAYETTE AVENUE                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442579,VAN,,,,
05/14/2016,14:00,BROOKLYN,11210,40.6212663,-73.9526059,"(40.6212663, -73.9526059)",AVENUE L                        ,EAST 23 STREET                  ,                                        ,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,Unspecified,,3441577,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
05/14/2016,14:00,MANHATTAN,10021,40.7731001,-73.9644736,"(40.7731001, -73.9644736)",EAST 74 STREET                  ,MADISON AVENUE                  ,                                        ,1,0,1,0,0,0,0,0,Unspecified,,,,,3442053,PASSENGER VEHICLE,,,,
05/14/2016,14:00,,,40.7676137,-73.9499947,"(40.7676137, -73.9499947)",EAST 71 STREET                  ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3442060,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
05/14/2016,14:00,,,,,,                                ,                                ,2975 RICHMOND AVENUE                    ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441840,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,14:00,QUEENS,11373,40.7330947,-73.8841104,"(40.7330947, -73.8841104)",GRAND AVENUE                    ,83 STREET                       ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442812,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,14:00,MANHATTAN,10034,40.8667416,-73.9287277,"(40.8667416, -73.9287277)",DYCKMAN ST                      ,PAYSON AVE                      ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3448771,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,14:00,MANHATTAN,10019,40.7667789,-73.9967618,"(40.7667789, -73.9967618)",12 AVENUE                       ,WEST 50 STREET                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3443027,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,14:00,BROOKLYN,11217,40.6854506,-73.983093,"(40.6854506, -73.983093)",NEVINS STREET                   ,PACIFIC STREET                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441247,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,13:58,,,,,,                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3441506,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
05/14/2016,13:55,,,40.8721451,-73.8186856,"(40.8721451, -73.8186856)",                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441544,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,13:51,QUEENS,11412,40.6952572,-73.7555321,"(40.6952572, -73.7555321)",116 AVENUE                      ,197 STREET                      ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442852,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,13:50,QUEENS,11691,40.6023231,-73.7589982,"(40.6023231, -73.7589982)",BEACH CHANNEL DRIVE             ,CORNAGA AVENUE                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442615,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,13:50,QUEENS,11426,40.7379312,-73.7232236,"(40.7379312, -73.7232236)",                                ,                                ,82-03 COMMONWEALTH BOULEVARD            ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441735,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,13:50,MANHATTAN,10019,40.7679171,-73.9857147,"(40.7679171, -73.9857147)",WEST 57 STREET                  ,9 AVENUE                        ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3443025,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,13:50,MANHATTAN,10013,40.7214219,-73.9990332,"(40.7214219, -73.9990332)",BROOME STREET                   ,CROSBY STREET                   ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441920,PASSENGER VEHICLE,,,,
05/14/2016,13:45,QUEENS,11435,40.7018824,-73.8055164,"(40.7018824, -73.8055164)",JAMAICA AVENUE                  ,149 STREET                      ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441707,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,13:42,BRONX,10460,40.8353892,-73.8878207,"(40.8353892, -73.8878207)",EAST 173 STREET                 ,HOE AVENUE                      ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441523,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,13:40,QUEENS,11355,40.7535497,-73.8260905,"(40.7535497, -73.8260905)",                                ,                                ,42-55 COLDEN STREET                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442763,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,13:40,BROOKLYN,11214,40.5828455,-73.9875148,"(40.5828455, -73.9875148)",                                ,                                ,152 BAY 53 STREET                       ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3442379,PASSENGER VEHICLE,PASSENGER VEHICLE,OTHER,,
05/14/2016,5:10,BROOKLYN,11201,40.6899325,-73.9814728,"(40.6899325, -73.9814728)",FLATBUSH AVENUE EXTENSION       ,DE KALB AVENUE                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442578,VAN,PASSENGER VEHICLE,,,
05/14/2016,5:05,QUEENS,11422,,,,243 STREET                      ,143 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3441727,PASSENGER VEHICLE,,,,
05/14/2016,5:05,BROOKLYN,11207,40.6767691,-73.8894827,"(40.6767691, -73.8894827)",SCHENCK AVENUE                  ,ATLANTIC AVENUE                 ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441618,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,5:05,BRONX,10460,40.845986,-73.8844667,"(40.845986, -73.8844667)",SOUTHERN BOULEVARD              ,EAST 180 STREET                 ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3449357,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,5:00,QUEENS,11365,40.7342544,-73.7945934,"(40.7342544, -73.7945934)",                                ,                                ,67-23 FRESH MEADOW LANE                 ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442716,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,5:00,BRONX,10454,40.8084322,-73.9233717,"(40.8084322, -73.9233717)",EAST 137 STREET                 ,WILLIS AVENUE                   ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3442157,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
05/14/2016,4:55,,,40.7097504,-73.8205668,"(40.7097504, -73.8205668)",QUEENS BOULEVARD                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441696,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,4:55,,,40.7097865,-73.8204183,"(40.7097865, -73.8204183)",                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458065,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,4:46,,,40.767373,-73.9500574,"(40.767373, -73.9500574)",EAST 71 STREET                  ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,3442055,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
05/14/2016,4:40,BROOKLYN,11207,40.6788292,-73.8881561,"(40.6788292, -73.8881561)",FULTON STREET                   ,JEROME STREET                   ,                                        ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3441619,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,4:27,BROOKLYN,11217,40.6785456,-73.973429,"(40.6785456, -73.973429)",                                ,                                ,307 FLATBUSH AVENUE                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441673,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
