DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
05/14/2016,21:00,QUEENS,11101,40.7523455,-73.9263489,"(40.7523455, -73.9263489)",                                ,                                ,37-19 37 AVENUE                         ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441831,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,20:48,QUEENS,11364,40.7455434,-73.7767918,"(40.7455434, -73.7767918)",FRANCIS LEWIS BOULEVARD         ,58 AVENUE                       ,                                        ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3441809,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,20:46,BRONX,10469,40.8694147,-73.8426364,"(40.8694147, -73.8426364)",EASTCHESTER ROAD                ,ADEE AVENUE                     ,                                        ,2,0,1,0,0,0,1,0,Unspecified,Unspecified,,,,3442258,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,20:45,MANHATTAN,10032,40.8371778,-73.942597,"(40.8371778, -73.942597)",WEST 162 STREET                 ,BROADWAY                        ,                                        ,1,0,1,0,0,0,0,0,Unspecified,,,,,3442124,PASSENGER VEHICLE,,,,
05/14/2016,20:45,,,40.7967405,-73.9292434,"(40.7967405, -73.9292434)",EAST 116 STREET                 ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442087,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,20:45,BROOKLYN,11206,40.6940736,-73.9343432,"(40.6940736, -73.9343432)",                                ,                                ,412 PULASKI STREET                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3444462,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,20:40,,,,,,182 PLACE                       ,JAMAICA AVENUE                  ,                                        ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,,3441710,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
05/14/2016,20:40,QUEENS,11101,40.7578101,-73.945831,"(40.7578101, -73.945831)",VERNON BOULEVARD                ,40 AVENUE                       ,                                        ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3441829,PASSENGER VEHICLE,BICYCLE,,,
05/14/2016,20:40,QUEENS,11420,40.6661202,-73.8222416,"(40.6661202, -73.8222416)",NORTH CONDUIT AVENUE            ,LEFFERTS BOULEVARD              ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441759,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,20:40,MANHATTAN,10031,40.824236,-73.947345,"(40.824236, -73.947345)",                                ,                                ,464 WEST 144 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442107,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,20:38,,,40.678236,-73.8975198,"(40.678236, -73.8975198)",PENNSYLVANIA AVE                ,                                ,                                        ,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,,,3441626,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
05/14/2016,20:35,BROOKLYN,11205,40.6903471,-73.9602915,"(40.6903471, -73.9602915)",CLASSON AVENUE                  ,DE KALB AVENUE                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441690,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,20:32,,,,,,BRONX RIVER PARKWAY             ,EAST 177 STREET                 ,                                        ,5,0,0,0,0,0,5,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,3449383,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
05/14/2016,20:30,QUEENS,11434,40.690114,-73.780266,"(40.690114, -73.780266)",                                ,                                ,114-52 169 STREET                       ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3445142,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,20:30,BROOKLYN,11215,40.6601383,-73.9839176,"(40.6601383, -73.9839176)",PROSPECT AVENUE                 ,8 AVENUE                        ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442489,PASSENGER VEHICLE,OTHER,,,
05/14/2016,20:30,BRONX,10459,40.8275022,-73.8863995,"(40.8275022, -73.8863995)",WESTCHESTER AVENUE              ,HOME STREET                     ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441520,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,20:25,MANHATTAN,10022,40.7577479,-73.9714518,"(40.7577479, -73.9714518)",LEXINGTON AVENUE                ,EAST 52 STREET                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3448146,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,20:24,BRONX,10467,40.8736719,-73.8792298,"(40.8736719, -73.8792298)",BAINBRIDGE AVENUE               ,EAST 204 STREET                 ,                                        ,1,0,1,0,0,0,0,0,Unspecified,,,,,3442355,PASSENGER VEHICLE,,,,
05/14/2016,20:18,BRONX,10475,40.8597353,-73.8262575,"(40.8597353, -73.8262575)",ERSKINE PLACE                   ,DEREIMER AVENUE                 ,                                        ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3441543,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,20:10,QUEENS,11101,40.7550155,-73.9343336,"(40.7550155, -73.9343336)",38 AVENUE                       ,28 STREET                       ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441830,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,20:10,BROOKLYN,11221,40.6981028,-73.925161,"(40.6981028, -73.925161)",CENTRAL AVENUE                  ,MYRTLE AVENUE                   ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441681,PASSENGER VEHICLE,BICYCLE,,,
05/14/2016,20:09,MANHATTAN,10028,40.7795404,-73.9597725,"(40.7795404, -73.9597725)",EAST 84 STREET                  ,MADISON AVENUE                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442057,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,20:05,QUEENS,11422,,,,HOOK CREEK BOULEVARD            ,135 AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3441738,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
05/14/2016,20:04,BRONX,10454,40.8091071,-73.9228869,"(40.8091071, -73.9228869)",WILLIS AVENUE                   ,EAST 138 STREET                 ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3443141,BICYCLE,PASSENGER VEHICLE,,,
05/14/2016,20:02,,,40.7967991,-73.9293693,"(40.7967991, -73.9293693)",                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3443092,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,20:02,MANHATTAN,10128,40.7835703,-73.947583,"(40.7835703, -73.947583)",2 AVENUE                        ,EAST 95 STREET                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442052,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,20:00,,,,,,ROOSEVELT                       ,49 STREET                       ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442734,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,20:00,MANHATTAN,10033,40.8499312,-73.9349122,"(40.8499312, -73.9349122)",                                ,                                ,160 WADSWORTH AVENUE                    ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3443137,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,20:00,BRONX,10457,40.8514695,-73.8955651,"(40.8514695, -73.8955651)",WASHINGTON AVENUE               ,EAST 180 STREET                 ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442276,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,1:55,BROOKLYN,11230,40.6352397,-73.9676275,"(40.6352397, -73.9676275)",CONEY ISLAND AVENUE             ,18 AVENUE                       ,                                        ,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3441565,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,1:55,STATEN ISLAND,10304,40.5992207,-74.0917213,"(40.5992207, -74.0917213)",RICHMOND ROAD                   ,WEST FINGERBOARD ROAD           ,                                        ,1,0,0,0,0,0,1,0,Unspecified,,,,,3442916,PASSENGER VEHICLE,,,,
05/14/2016,1:55,MANHATTAN,10019,40.7634847,-73.9889465,"(40.7634847, -73.9889465)",WEST 50 STREET                  ,9 AVENUE                        ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3443020,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,1:52,BRONX,10468,40.8678119,-73.8991586,"(40.8678119, -73.8991586)",                                ,                                ,42 WEST KINGSBRIDGE ROAD                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442349,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,1:48,,,,,,                                ,FDR DRIVE                       ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441986,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,1:45,QUEENS,11106,40.7605827,-73.9311624,"(40.7605827, -73.9311624)",                                ,                                ,34-40 CRESCENT STREET                   ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3441373,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
05/14/2016,1:37,,,40.5834157,-73.9712871,"(40.5834157, -73.9712871)",OCEAN PKWY                      ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441188,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,1:35,BROOKLYN,11232,40.648046,-74.0000829,"(40.648046, -74.0000829)",7 AVENUE                        ,40 STREET                       ,                                        ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3441581,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,1:30,,,,,,                                ,                                ,MORRIS AVENUE                           ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441532,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,1:30,QUEENS,11434,40.6848631,-73.7905089,"(40.6848631, -73.7905089)",                                ,                                ,115-27 155 STREET                       ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441362,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,1:30,QUEENS,11420,40.6776719,-73.828758,"(40.6776719, -73.828758)",                                ,                                ,110-00 ROCKAWAY BOULEVARD               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441306,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,1:30,QUEENS,11101,40.7409163,-73.9522573,"(40.7409163, -73.9522573)",BORDEN AVENUE                   ,11 STREET                       ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441787,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,1:28,STATEN ISLAND,10304,40.6047872,-74.0844687,"(40.6047872, -74.0844687)",CLOVE ROAD                      ,MOSEL AVENUE                    ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441852,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,1:20,MANHATTAN,10128,40.7827893,-73.9574054,"(40.7827893, -73.9574054)",MADISON AVENUE                  ,EAST 89 STREET                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442047,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,1:20,MANHATTAN,10029,40.7948616,-73.9464798,"(40.7948616, -73.9464798)",PARK AVENUE                     ,EAST 109 STREET                 ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441498,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,1:15,BROOKLYN,11208,40.6807883,-73.8819984,"(40.6807883, -73.8819984)",FULTON STREET                   ,SHEPHERD AVENUE                 ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441615,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,1:08,,,,,,                                ,                                ,                                        ,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,,,3441540,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,1:00,QUEENS,11435,40.6922003,-73.8097096,"(40.6922003, -73.8097096)",LIBERTY AVENUE                  ,REMINGTON STREET                ,                                        ,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,,,3451336,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
05/14/2016,1:00,BROOKLYN,11233,40.6822537,-73.9198679,"(40.6822537, -73.9198679)",BAINBRIDGE STREET               ,HOWARD AVENUE                   ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442561,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,19:55,BROOKLYN,11217,40.678639,-73.9735083,"(40.678639, -73.9735083)",FLATBUSH AVENUE                 ,PROSPECT PLACE                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442521,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,19:52,MANHATTAN,10128,40.7865477,-73.9525532,"(40.7865477, -73.9525532)",EAST 96 STREET                  ,PARK AVENUE                     ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441500,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,19:52,MANHATTAN,10038,40.711571,-74.00246,"(40.711571, -74.00246)",AVENUE OF THE FINEST            ,ROSE STREET                     ,                                        ,0,0,0,0,0,0,0,0,Unspecified,,,,,3441923,PASSENGER VEHICLE,,,,
05/14/2016,19:50,,,,,,                                ,278                             ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441662,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,19:41,BRONX,10467,40.8773934,-73.8664909,"(40.8773934, -73.8664909)",EAST GUN HILL ROAD              ,WHITE PLAINS ROAD               ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442257,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,19:40,QUEENS,11004,40.7538116,-73.7063054,"(40.7538116, -73.7063054)",76 AVENUE                       ,271 STREET                      ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441737,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,19:40,MANHATTAN,10019,40.7598419,-73.9841751,"(40.7598419, -73.9841751)",7 AVENUE                        ,WEST 48 STREET                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442029,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,19:35,QUEENS,11420,40.6802323,-73.8212125,"(40.6802323, -73.8212125)",                                ,                                ,111-13 LEFFERTS BOULEVARD               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441758,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,19:35,QUEENS,11374,40.7339766,-73.8624266,"(40.7339766, -73.8624266)",                                ,                                ,61-25 97 STREET                         ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441821,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,19:35,MANHATTAN,10022,40.7571804,-73.9739824,"(40.7571804, -73.9739824)",PARK AVENUE                     ,EAST 50 STREET                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3443022,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,19:30,STATEN ISLAND,10309,40.5209185,-74.2351117,"(40.5209185, -74.2351117)",PAGE AVENUE                     ,RICHMOND VALLEY ROAD            ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442926,PASSENGER VEHICLE,OTHER,,,
05/14/2016,19:25,STATEN ISLAND,10305,40.584026,-74.0978028,"(40.584026, -74.0978028)",SEAVER AVENUE                   ,VERA STREET                     ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442922,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,19:20,BROOKLYN,11210,40.6343541,-73.9420113,"(40.6343541, -73.9420113)",BROOKLYN AVENUE                 ,GLENWOOD ROAD                   ,                                        ,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3443296,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,19:20,MANHATTAN,10007,,,,GREENWICH STREET                ,CHAMBERS STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3442941,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,TAXI,
05/14/2016,19:20,QUEENS,11370,40.7654254,-73.8900034,"(40.7654254, -73.8900034)",ASTORIA BOULEVARD               ,79 STREET                       ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441835,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,19:20,BRONX,10460,40.8406433,-73.87513,"(40.8406433, -73.87513)",                                ,                                ,432 BRONX PARK AVENUE                   ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442277,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,19:18,,,40.6518653,-73.8653425,"(40.6518653, -73.8653425)",ERSKINE STREET907CX2M           ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441625,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,19:15,BROOKLYN,11211,40.7109076,-73.951644,"(40.7109076, -73.951644)",BORINQUEN PLACE                 ,HOOPER STREET                   ,                                        ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3444046,PASSENGER VEHICLE,BICYCLE,,,
05/14/2016,19:15,BROOKLYN,11236,40.6350118,-73.9140483,"(40.6350118, -73.9140483)",FLATLANDS AVENUE                ,EAST 79 STREET                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442459,SMALL COM VEH(4 TIRES) ,PASSENGER VEHICLE,,,
05/14/2016,19:15,BROOKLYN,11234,40.6170375,-73.9196472,"(40.6170375, -73.9196472)",                                ,                                ,5714 AVENUE O                           ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442437,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,19:15,BROOKLYN,11226,40.6521449,-73.9591502,"(40.6521449, -73.9591502)",FLATBUSH AVENUE                 ,LINDEN BOULEVARD                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3443956,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,19:05,MANHATTAN,10036,40.7608228,-73.9983142,"(40.7608228, -73.9983142)",WEST 42 STREET                  ,11 AVENUE                       ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3447758,PASSENGER VEHICLE,,,,
05/14/2016,19:04,,,,,,MORRIS PARK AVENUE              ,EASTCHESTER ROAD                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3443889,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,19:00,,,,,,JEROME AVENUE                   ,MAJOR DEEGAN EXPRESSWAY         ,                                        ,0,0,0,0,0,0,0,0,Unspecified,,,,,3443221,PASSENGER VEHICLE,,,,
05/14/2016,19:00,,,,,,                                ,BRONX RIVER PARKWAY             ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442256,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,19:00,,,40.6662206,-73.7953406,"(40.6662206, -73.7953406)",                                ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442853,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,19:00,STATEN ISLAND,10304,40.5933423,-74.1004161,"(40.5933423, -74.1004161)",RICHMOND ROAD                   ,NORDEN STREET                   ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442918,PASSENGER VEHICLE,OTHER,,,
05/14/2016,19:00,QUEENS,11435,40.7032901,-73.8069333,"(40.7032901, -73.8069333)",                                ,                                ,148-14 90 AVENUE                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3445422,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,19:00,QUEENS,11361,40.7562762,-73.7786509,"(40.7562762, -73.7786509)",45 DRIVE                        ,204 STREET                      ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441810,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,19:00,MANHATTAN,10027,40.8075505,-73.9529031,"(40.8075505, -73.9529031)",WEST 121 STREET                 ,SAINT NICHOLAS AVENUE           ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3458406,PASSENGER VEHICLE,OTHER,,,
05/14/2016,19:00,MANHATTAN,10022,40.7606005,-73.9643142,"(40.7606005, -73.9643142)",2 AVENUE                        ,EAST 59 STREET                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3443767,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,19:00,BROOKLYN,11210,40.6346917,-73.9478585,"(40.6346917, -73.9478585)",                                ,                                ,2090 NOSTRAND AVENUE                    ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3444435,PASSENGER VEHICLE,,,,
05/14/2016,18:59,QUEENS,11354,40.7757693,-73.8480425,"(40.7757693, -73.8480425)",120 STREET                      ,25 ROAD                         ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442769,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,18:56,,,,,,                                ,WEST 102 STREET                 ,                                        ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3443082,PASSENGER VEHICLE,BICYCLE,,,
05/14/2016,18:48,,,,,,ORCHARD BEACH ROAD              ,PARK DRIVE                      ,                                        ,4,0,0,0,0,0,4,0,Unspecified,Unspecified,,,,3443180,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,16:30,BROOKLYN,11234,40.5837275,-73.8937121,"(40.5837275, -73.8937121)",FLATBUSH AVENUE                 ,AVIATION ROAD                   ,                                        ,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,3442431,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,16:30,,,,,,BRUCKNER BOULEVARD              ,EAST 138 STREET                 ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442152,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,16:30,,,40.7367356,-73.8544944,"(40.7367356, -73.8544944)",102 STREET                      ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441819,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,16:30,MANHATTAN,10009,40.7207698,-73.9804866,"(40.7207698, -73.9804866)",                                ,                                ,280 EAST 2 STREET                       ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442964,SMALL COM VEH(4 TIRES) ,PASSENGER VEHICLE,,,
05/14/2016,16:30,BROOKLYN,11207,40.6811532,-73.9056674,"(40.6811532, -73.9056674)",                                ,                                ,31 DE SALES PLACE                       ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3441680,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,,,
05/14/2016,16:28,MANHATTAN,10022,40.7609373,-73.9712411,"(40.7609373, -73.9712411)",PARK AVENUE                     ,EAST 56 STREET                  ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3443030,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,16:20,BRONX,10460,40.8364762,-73.8851084,"(40.8364762, -73.8851084)",EAST 174 STREET                 ,BRYANT AVENUE                   ,                                        ,1,0,1,0,0,0,0,0,Unspecified,,,,,3441519,PASSENGER VEHICLE,,,,
05/14/2016,16:19,QUEENS,11106,40.7671957,-73.9375851,"(40.7671957, -73.9375851)",                                ,                                ,32-50 VERNON BOULEVARD                  ,1,0,1,0,0,0,0,0,Unspecified,,,,,3441380,PASSENGER VEHICLE,,,,
05/14/2016,16:15,,,40.7102608,-73.9559045,"(40.7102608, -73.9559045)",SOUTH 3RD                       ,                                ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3444043,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
05/14/2016,16:13,BRONX,10473,40.8242083,-73.8587895,"(40.8242083, -73.8587895)",WHITE PLAINS ROAD               ,STORY AVENUE                    ,                                        ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3442182,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,16:05,,,,,,COMMERCE AVENUE                 ,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3449175,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
05/14/2016,16:05,QUEENS,11374,,,,WOODHAVEN BOULEVARD             ,63 AVENUE,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3442837,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
05/14/2016,16:00,BRONX,10468,40.8624201,-73.8977894,"(40.8624201, -73.8977894)",                                ,                                ,153 EAST FORDHAM ROAD                   ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3442353,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/14/2016,16:00,BRONX,10461,40.8478992,-73.8448849,"(40.8478992, -73.8448849)",BASSETT AVENUE                  ,EASTCHESTER ROAD                ,                                        ,1,0,1,0,0,0,0,0,Unspecified,,,,,3442332,PASSENGER VEHICLE,,,,
05/14/2016,16:00,BRONX,10451,40.8244078,-73.9100242,"(40.8244078, -73.9100242)",                                ,                                ,488 EAST 163 STREET                     ,1,0,1,0,0,0,0,0,Unspecified,,,,,3441518,PASSENGER VEHICLE,,,,
05/14/2016,16:00,,,,,,BOWERY                          ,CANAL STREET                    ,                                        ,0,0,0,0,0,0,0,0,Unspecified,,,,,3443699,PASSENGER VEHICLE,,,,
